"Coupon code %1 was applied.","تم تطبيق رمز القسيمة %1."
"Coupon code %1 is not valid.","رمز القسيمة %1 غير صالح."
"Coupon code was canceled.","تم إلغاء رمز القسيمة."
"You added %1 to your shopping cart.","لقد قمت بإضافة إلى سلة التسوق الخاصة بك %1."
